id	doi	title	author	journaltitle	volume	issue	pubdate	pagerange	publisher	type	reviewed.work	abstract
data/Southerly/2012/v072n01/Sthrly2012V072N01/153	doi	Hardware 1953	Geoff Page	Southerly	72	1	2012-01-01	153-156	publisher	type	reviewed-work	url
data/Southerly/2012/v072n01/Sthrly2012V072N01/157	doi	Swimming	Bev Braune	Southerly	72	1	2012-01-01	157	publisher	type	reviewed-work	url
data/Southerly/2012/v072n01/Sthrly2012V072N01/158	doi	By the periphrastic walkway	Simon McNamee	Southerly	72	1	2012-01-01	158	publisher	type	reviewed-work	url
data/Southerly/2012/v072n01/Sthrly2012V072N01/159	doi	I am thinking I am free: Intransigent reality versus utopian thought in the later fiction of Christina Stead	Michael Ackland	Southerly	72	1	2012-01-01	159-180	publisher	type	reviewed-work	url
data/Southerly/2012/v072n01/Sthrly2012V072N01/181	doi	Ghouls	B Dionysius	Southerly	72	1	2012-01-01	181-183	publisher	type	reviewed-work	url
data/Southerly/2012/v072n01/Sthrly2012V072N01/184	doi	Gold leaf and tinsel: Theatricality and performativity in Eve Langley's “Bancroft house”	Elizabeth Treep	Southerly	72	1	2012-01-01	184-197	publisher	type	reviewed-work	url
data/Southerly/2012/v072n01/Sthrly2012V072N01/198	doi	Paulette de Gire; Street encounter	NULL Pi O	Southerly	72	1	2012-01-01	198-203	publisher	type	reviewed-work	url
data/Southerly/2012/v072n01/Sthrly2012V072N01/204	doi	Turning inward on himself: Male hysteria in Elizabeth Harrower's the watch tower	Naomi Riddle	Southerly	72	1	2012-01-01	204-213	publisher	type	reviewed-work	url
data/Southerly/2012/v072n01/Sthrly2012V072N01/214	doi	The sons of Clovis: Ern Malley, Adore Floupette and a secret history of Australian poetry	John Kinsella	Southerly	72	1	2012-01-01	214-221	publisher	type	reviewed-work	url
data/Southerly/2012/v072n01/Sthrly2012V072N01/222	doi	Ladylike	Pam Brown	Southerly	72	1	2012-01-01	222-227	publisher	type	reviewed-work	url
data/Southerly/2012/v072n01/Sthrly2012V072N01/228	doi	Hirley Hazzard: Literary expatriate and cosmopolitan humanist	Kate Livett	Southerly	72	1	2012-01-01	228-231	publisher	type	reviewed-work	url
data/Southerly/2012/v072n01/Sthrly2012V072N01/232	doi	Island and archipelago	Nicolette Stasko	Southerly	72	1	2012-01-01	232-237	publisher	type	reviewed-work	url
data/Southerly/2012/v072n01/Sthrly2012V072N01/238	doi	Central mischief	David Brooks	Southerly	72	1	2012-01-01	238-244	publisher	type	reviewed-work	url
data/Southerly/2012/v072n01/Sthrly2012V072N01/245	doi	The vanishing act	Lisa Fletcher	Southerly	72	1	2012-01-01	245-248	publisher	type	reviewed-work	url
data/Southerly/2012/v072n01/Sthrly2012V072N01/249	doi	The dark wet; Permission to lie	Selina Samuels	Southerly	72	1	2012-01-01	249-257	publisher	type	reviewed-work	url
data/Southerly/2012/v072n01/Sthrly2012V072N01/258	doi	The settler's plot: How stories take place in New Zealand	Elizabeth Webby	Southerly	72	1	2012-01-01	258-262	publisher	type	reviewed-work	url
data/Southerly/2012/v072n01/Sthrly2012V072N01/263	doi	Australian poetry since 1788	David Musgrave	Southerly	72	1	2012-01-01	263-267	publisher	type	reviewed-work	url
data/Southerly/2012/v072n01/Sthrly2012V072N01/268	doi	Contributors	NULL NULL	Southerly	72	1	2012-01-01	268-273	publisher	type	reviewed-work	url
data/Southerly/2012/v072n01/Sthrly2012V072N01/274	doi	Notice to contributors	NULL NULL	Southerly	72	1	2012-01-01	274	publisher	type	reviewed-work	url
data/Southerly/2012/v072n02/Sthrly2012V072N02/006	doi	Every contact leaves a trace	Melissa Jane Hardie	Southerly	72	2	2012-01-01	6-8	publisher	type	reviewed-work	url
data/Southerly/2012/v072n02/Sthrly2012V072N02/009	doi	The gender politics of underbelly razor	Marise Williams	Southerly	72	2	2012-01-01	9-24	publisher	type	reviewed-work	url
data/Southerly/2012/v072n02/Sthrly2012V072N02/025	doi	Postcard from Ischia	John Tranter	Southerly	72	2	2012-01-01	25	publisher	type	reviewed-work	url
data/Southerly/2012/v072n02/Sthrly2012V072N02/026	doi	Portrait	Patrick Jones	Southerly	72	2	2012-01-01	26-30	publisher	type	reviewed-work	url
data/Southerly/2012/v072n02/Sthrly2012V072N02/031	doi	Detective writing: Mapping the Sydney pre-War underworld	Peter Doyle	Southerly	72	2	2012-01-01	31-47	publisher	type	reviewed-work	url
data/Southerly/2012/v072n02/Sthrly2012V072N02/048	doi	Blind spot	Justin Clemens	Southerly	72	2	2012-01-01	48	publisher	type	reviewed-work	url
data/Southerly/2012/v072n02/Sthrly2012V072N02/049	doi	Pollen wind	Claire Gaskin	Southerly	72	2	2012-01-01	49	publisher	type	reviewed-work	url
data/Southerly/2012/v072n02/Sthrly2012V072N02/050	doi	Raining blood and money	Cassandra Atherton	Southerly	72	2	2012-01-01	50-55	publisher	type	reviewed-work	url
data/Southerly/2012/v072n02/Sthrly2012V072N02/056	doi	The case of Frederick Deeming: The true crime archive as publication event	Rosalind Smith	Southerly	72	2	2012-01-01	56-73	publisher	type	reviewed-work	url
data/Southerly/2012/v072n02/Sthrly2012V072N02/074	doi	Arpeggio poem (1)	Catherine Vidler	Southerly	72	2	2012-01-01	74	publisher	type	reviewed-work	url
data/Southerly/2012/v072n02/Sthrly2012V072N02/075	doi	Post strut	Joel Scott	Southerly	72	2	2012-01-01	75-76	publisher	type	reviewed-work	url
data/Southerly/2012/v072n02/Sthrly2012V072N02/077	doi	A poetics of the plough: Ned Kelly's the Jerilderie letter	Michael Farrell	Southerly	72	2	2012-01-01	77-96	publisher	type	reviewed-work	url
data/Southerly/2012/v072n02/Sthrly2012V072N02/097	doi	The plein-air effect (after John Clare)	Adam Aitken	Southerly	72	2	2012-01-01	97	publisher	type	reviewed-work	url
data/Southerly/2012/v072n02/Sthrly2012V072N02/098	doi	Clasped	Geraldine Burrowes	Southerly	72	2	2012-01-01	98	publisher	type	reviewed-work	url
data/Southerly/2012/v072n02/Sthrly2012V072N02/099	doi	The dentures	Corey Wakeling	Southerly	72	2	2012-01-01	99	publisher	type	reviewed-work	url
data/Southerly/2012/v072n02/Sthrly2012V072N02/100	doi	A palimpsest of abjection: Brendan Sokaluk and the burning of Churchill	Belinda Morrissey	Southerly	72	2	2012-01-01	100-117	publisher	type	reviewed-work	url
data/Southerly/2012/v072n02/Sthrly2012V072N02/118	doi	Courtly love	Fiona Hile	Southerly	72	2	2012-01-01	118-119	publisher	type	reviewed-work	url
data/Southerly/2012/v072n02/Sthrly2012V072N02/120	doi	V1	Tim Grey	Southerly	72	2	2012-01-01	120	publisher	type	reviewed-work	url
data/Southerly/2012/v072n02/Sthrly2012V072N02/121	doi	Disapproval	Michael Farrell	Southerly	72	2	2012-01-01	121-124	publisher	type	reviewed-work	url
data/Southerly/2012/v072n02/Sthrly2012V072N02/125	doi	Under the sign of schapelle: Passing through customs	Melissa Jane Hardie	Southerly	72	2	2012-01-01	125-141	publisher	type	reviewed-work	url
data/Southerly/2012/v072n02/Sthrly2012V072N02/142	doi	Experimentalism; Slowly time is moving fences	Hazel Smith	Southerly	72	2	2012-01-01	142-145	publisher	type	reviewed-work	url
data/Southerly/2012/v072n02/Sthrly2012V072N02/146	doi	Act #19	Ali Alizadeh	Southerly	72	2	2012-01-01	146-147	publisher	type	reviewed-work	url
data/Southerly/2012/v072n02/Sthrly2012V072N02/148	doi	Class	Melissa Beit	Southerly	72	2	2012-01-01	148-157	publisher	type	reviewed-work	url
data/Southerly/2012/v072n02/Sthrly2012V072N02/158	doi	Circadian rhythm; Epic spin	Ann Vickery	Southerly	72	2	2012-01-01	158-159	publisher	type	reviewed-work	url
data/Southerly/2012/v072n02/Sthrly2012V072N02/160	doi	Season's greetings	Kate Lilley	Southerly	72	2	2012-01-01	160	publisher	type	reviewed-work	url
data/Southerly/2012/v072n02/Sthrly2012V072N02/161	doi	Republics of letters: Literary communities in Australia	Karen Lamb	Southerly	72	2	2012-01-01	161-163	publisher	type	reviewed-work	url
data/Southerly/2012/v072n02/Sthrly2012V072N02/164	doi	Perrier fever	Michael Farrell	Southerly	72	2	2012-01-01	164-169	publisher	type	reviewed-work	url
data/Southerly/2012/v072n02/Sthrly2012V072N02/170	doi	Long story shorts from affirm press - part two	Tessa Lunney	Southerly	72	2	2012-01-01	170-174	publisher	type	reviewed-work	url
data/Southerly/2012/v072n02/Sthrly2012V072N02/175	doi	A tumbledom of things	Kate Middleton	Southerly	72	2	2012-01-01	175-179	publisher	type	reviewed-work	url
data/Southerly/2012/v072n02/Sthrly2012V072N02/180	doi	Philip Salom's keepers trilogy: Keeping nets for the good and the angry	Martin Langford	Southerly	72	2	2012-01-01	180-184	publisher	type	reviewed-work	url
data/Southerly/2012/v072n02/Sthrly2012V072N02/185	doi	Collusion; The sunlit zone	Bonny Cassidy	Southerly	72	2	2012-01-01	185-191	publisher	type	reviewed-work	url
data/Southerly/2012/v072n02/Sthrly2012V072N02/192	doi	Three chapbooks and a book by Vagabond press	Heather Johnson	Southerly	72	2	2012-01-01	192-197	publisher	type	reviewed-work	url
data/Southerly/2012/v072n02/Sthrly2012V072N02/198	doi	Travelling with the wrong phrasebook; The sunset assumption	Geoff Page	Southerly	72	2	2012-01-01	198-201	publisher	type	reviewed-work	url
data/Southerly/2012/v072n02/Sthrly2012V072N02/202	doi	Notes on contributors	NULL NULL	Southerly	72	2	2012-01-01	202-207	publisher	type	reviewed-work	url
data/Southerly/2012/v072n02/Sthrly2012V072N02/208	doi	Notice to contributors	NULL NULL	Southerly	72	2	2012-01-01	208	publisher	type	reviewed-work	url
data/Southerly/2012/v072n03/Sthrly2012V072N03/006	doi	Editorial	Elizabeth McMahon	Southerly	72	3	2012-01-01	6-11	publisher	type	reviewed-work	url
data/Southerly/2012/v072n03/Sthrly2012V072N03/012	doi	Ah! could I tell the wonders of an isle... contemplating island futures	Elaine Stratford	Southerly	72	3	2012-01-01	12-27	publisher	type	reviewed-work	url
data/Southerly/2012/v072n03/Sthrly2012V072N03/028	doi	Silvereye - so far	Angela Rockel	Southerly	72	3	2012-01-01	28-36	publisher	type	reviewed-work	url
data/Southerly/2012/v072n03/Sthrly2012V072N03/037	doi	An empty ship in these latitudes is no joke	Sandra Potter	Southerly	72	3	2012-01-01	37-39	publisher	type	reviewed-work	url
data/Southerly/2012/v072n03/Sthrly2012V072N03/040	doi	Taboo	Michelle Cahill	Southerly	72	3	2012-01-01	40	publisher	type	reviewed-work	url
data/Southerly/2012/v072n03/Sthrly2012V072N03/041	doi	Breath creatures	Craig Powell	Southerly	72	3	2012-01-01	41	publisher	type	reviewed-work	url
data/Southerly/2012/v072n03/Sthrly2012V072N03/042	doi	Turtle Island	Terri Janke	Southerly	72	3	2012-01-01	42-50	publisher	type	reviewed-work	url
data/Southerly/2012/v072n03/Sthrly2012V072N03/051	doi	Slant	Kevin Hart	Southerly	72	3	2012-01-01	51-54	publisher	type	reviewed-work	url
data/Southerly/2012/v072n03/Sthrly2012V072N03/055	doi	Pathological geomorphology and the ecological sublime: Andrew McGahan's wonders of a godless world	Brigid Rooney	Southerly	72	3	2012-01-01	55-77	publisher	type	reviewed-work	url
data/Southerly/2012/v072n03/Sthrly2012V072N03/078	doi	The ego of Angus Maloney	Jane Downing	Southerly	72	3	2012-01-01	78-81	publisher	type	reviewed-work	url
data/Southerly/2012/v072n03/Sthrly2012V072N03/082	doi	The skin of it	Cameron Lowe	Southerly	72	3	2012-01-01	82-86	publisher	type	reviewed-work	url
data/Southerly/2012/v072n03/Sthrly2012V072N03/087	doi	Outcast of the Islands malinowski amongst the modernists	David Brooks	Southerly	72	3	2012-01-01	87-98	publisher	type	reviewed-work	url
data/Southerly/2012/v072n03/Sthrly2012V072N03/099	doi	Diary poem: Uses of Ethiopia	Jennifer Maiden	Southerly	72	3	2012-01-01	99-101	publisher	type	reviewed-work	url
data/Southerly/2012/v072n03/Sthrly2012V072N03/102	doi	Icarus dreams east	Stuart Barnes	Southerly	72	3	2012-01-01	102	publisher	type	reviewed-work	url
data/Southerly/2012/v072n03/Sthrly2012V072N03/103	doi	The islands of Randolph Stow (1935-2010)	Fiona Richards	Southerly	72	3	2012-01-01	103-118	publisher	type	reviewed-work	url
data/Southerly/2012/v072n03/Sthrly2012V072N03/119	doi	Pastoral	Rebecca Law	Southerly	72	3	2012-01-01	119	publisher	type	reviewed-work	url
data/Southerly/2012/v072n03/Sthrly2012V072N03/120	doi	Albatross	Gretchen Shirm	Southerly	72	3	2012-01-01	120-128	publisher	type	reviewed-work	url
data/Southerly/2012/v072n03/Sthrly2012V072N03/129	doi	Islands of multilingual literature: Community magazines and Australia's many languages	Michael Jacklin	Southerly	72	3	2012-01-01	129-145	publisher	type	reviewed-work	url
data/Southerly/2012/v072n03/Sthrly2012V072N03/146	doi	Spotlit	Anna Ryan-Punch	Southerly	72	3	2012-01-01	146	publisher	type	reviewed-work	url
data/Southerly/2012/v072n03/Sthrly2012V072N03/147	doi	First eleven	Michael Sharkey	Southerly	72	3	2012-01-01	147-149	publisher	type	reviewed-work	url
data/Southerly/2012/v072n03/Sthrly2012V072N03/150	doi	Raising boys	Rebekah Clarkson	Southerly	72	3	2012-01-01	150-161	publisher	type	reviewed-work	url
data/Southerly/2012/v072n03/Sthrly2012V072N03/162	doi	Amerigo the brave	Petrina Barson	Southerly	72	3	2012-01-01	162-164	publisher	type	reviewed-work	url
data/Southerly/2012/v072n03/Sthrly2012V072N03/165	doi	An archipelago of convicts and outsiders: The songs of the drones and Gareth Liddiard	Joseph Cummins	Southerly	72	3	2012-01-01	165-181	publisher	type	reviewed-work	url
data/Southerly/2012/v072n03/Sthrly2012V072N03/182	doi	Road notes	Stephen Oliver	Southerly	72	3	2012-01-01	182-186	publisher	type	reviewed-work	url
data/Southerly/2012/v072n03/Sthrly2012V072N03/187	doi	Every contact leaves a trace	Nicolette Stasko	Southerly	72	3	2012-01-01	187-196	publisher	type	reviewed-work	url
data/Southerly/2012/v072n03/Sthrly2012V072N03/197	doi	Collected verse of John Shaw Neilson	Bonny Cassidy	Southerly	72	3	2012-01-01	197-202	publisher	type	reviewed-work	url
data/Southerly/2012/v072n03/Sthrly2012V072N03/203	doi	Montebello: A memoir ; The light between oceans	Elizabeth McMahon	Southerly	72	3	2012-01-01	203-206	publisher	type	reviewed-work	url
data/Southerly/2012/v072n03/Sthrly2012V072N03/207	doi	Love dreaming and other poems	Claire Nashar	Southerly	72	3	2012-01-01	207-210	publisher	type	reviewed-work	url
data/Southerly/2012/v072n03/Sthrly2012V072N03/211	doi	A history of books	Nicholas Birns	Southerly	72	3	2012-01-01	211-215	publisher	type	reviewed-work	url
data/Southerly/2012/v072n03/Sthrly2012V072N03/216	doi	Late night shopping; Asymmetry	Chris Wallace-Crabbe	Southerly	72	3	2012-01-01	216-219	publisher	type	reviewed-work	url
data/Southerly/2012/v072n03/Sthrly2012V072N03/220	doi	In the shade of the shady tree: Stories of wheatbelt Australia	Tony Hughes-d'Aeth	Southerly	72	3	2012-01-01	220-223	publisher	type	reviewed-work	url
data/Southerly/2012/v072n03/Sthrly2012V072N03/224	doi	Outside salt; Limited cities	Geoff Page	Southerly	72	3	2012-01-01	224-228	publisher	type	reviewed-work	url
data/Southerly/2012/v072n03/Sthrly2012V072N03/229	doi	Giramondo shorts	Kate Livett	Southerly	72	3	2012-01-01	229-234	publisher	type	reviewed-work	url
data/Southerly/2012/v072n03/Sthrly2012V072N03/235	doi	Notes on contributors	NULL NULL	Southerly	72	3	2012-01-01	235-239	publisher	type	reviewed-work	url
data/Southerly/2012/v072n03/Sthrly2012V072N03/240	doi	Notice to contributors	NULL NULL	Southerly	72	3	2012-01-01	240	publisher	type	reviewed-work	url
data/Southerly/2012/v072n03/Sthrly2012V072N03/LP10	doi	Ankles	NA Pony	Southerly	72	3	2012-01-01	LP10-11	publisher	type	reviewed-work	url
data/Southerly/2012/v072n03/Sthrly2012V072N03/LP12	doi	The Isle of Refuse in Alexis Wright’s Carpentaria: Reconstituting Heterotopic Space	Demelza Hall	Southerly	72	3	2012-01-01	LP12-26	publisher	type	reviewed-work	url
data/Southerly/2012/v072n03/Sthrly2012V072N03/LP2	doi	Kalorama Park	Rebecca Law	Southerly	72	3	2012-01-01	LP2	publisher	type	reviewed-work	url
data/Southerly/2012/v072n03/Sthrly2012V072N03/LP27	doi	First Light by Kate Fagan	Luke Beesley	Southerly	72	3	2012-01-01	LP27-30	publisher	type	reviewed-work	url
data/Southerly/2012/v072n03/Sthrly2012V072N03/LP3	doi	Conversation	Stuart Barnes	Southerly	72	3	2012-01-01	LP3	publisher	type	reviewed-work	url
data/Southerly/2012/v072n03/Sthrly2012V072N03/LP31	doi	Mez Breeze, Human Readable Messages (Mezangelle 2003/1/1-2011)	Andy Curruthers	Southerly	72	3	2012-01-01	LP31-36	publisher	type	reviewed-work	url
data/Southerly/2012/v072n03/Sthrly2012V072N03/LP37	doi	Bonny Cassidy, Certain Fathoms ; John Watson, Occam’s Aftershave [Collected Works Volume 4]	Petra White	Southerly	72	3	2012-01-01	LP37-40	publisher	type	reviewed-work	url
data/Southerly/2012/v072n03/Sthrly2012V072N03/LP4	doi	Rendezvous ; Nocturne	Stephen Oliver	Southerly	72	3	2012-01-01	LP4-LP5	publisher	type	reviewed-work	url
data/Southerly/2012/v072n03/Sthrly2012V072N03/LP41	doi	Verse novels in review	Sarah Holland-Batt	Southerly	72	3	2012-01-01	LP41-46	publisher	type	reviewed-work	url
data/Southerly/2012/v072n03/Sthrly2012V072N03/LP47	doi	Contributors	NULL NULL	Southerly	72	3	2012-01-01	LP47-48	publisher	type	reviewed-work	url
data/Southerly/2012/v072n03/Sthrly2012V072N03/LP6	doi	Cacique Dos	Petrina Barson	Southerly	72	3	2012-01-01	LP6-7	publisher	type	reviewed-work	url
data/Southerly/2012/v072n03/Sthrly2012V072N03/LP8	doi	A Reckoning	NULL NULL	Southerly	72	3	2012-01-01	LP8-9	publisher	type	reviewed-work	url
data/Southerly/2013/v073n01/Sthrly2013V073N01/006	doi	Editorial	David Brooks	Southerly	73	1	2013-01-01	6	publisher	type	reviewed-work	url
data/Southerly/2013/v073n01/Sthrly2013V073N01/007	doi	The political imagination: Postcolonialism and Diaspora in contemporary Australian poetry	Ann Vickery	Southerly	73	1	2013-01-01	7-21	publisher	type	reviewed-work	url
data/Southerly/2013/v073n01/Sthrly2013V073N01/007	doi	The political imagination: Postcolonialism and Diaspora in contemporary Australian poetry	Ali Alizadeh	Southerly	73	1	2013-01-01	7-21	publisher	type	reviewed-work	url
data/Southerly/2013/v073n01/Sthrly2013V073N01/022	doi	Why waste lines on Achille?: Tracing the critical discourse on postcolonial poetry through untimeliness to the present	Lucy Van	Southerly	73	1	2013-01-01	22-39	publisher	type	reviewed-work	url
data/Southerly/2013/v073n01/Sthrly2013V073N01/040	doi	(Un)Belonging in Australia: Poetry and nation	Lyn McCredden	Southerly	73	1	2013-01-01	40-56	publisher	type	reviewed-work	url
data/Southerly/2013/v073n01/Sthrly2013V073N01/057	doi	Metapolitics vs. identity politics: (Re-)Radicalising the postcolonial	Ali Alizadeh	Southerly	73	1	2013-01-01	57-74	publisher	type	reviewed-work	url
data/Southerly/2013/v073n01/Sthrly2013V073N01/057	doi	Metapolitics vs. identity politics: (Re-)Radicalising the postcolonial	Penelope Pitt-Alizadeh	Southerly	73	1	2013-01-01	57-74	publisher	type	reviewed-work	url
data/Southerly/2013/v073n01/Sthrly2013V073N01/075	doi	On Asian Australian poetry	Timothy Yu	Southerly	73	1	2013-01-01	75-88	publisher	type	reviewed-work	url
data/Southerly/2013/v073n01/Sthrly2013V073N01/089	doi	Cut tongue and the mechanism of defence	Ania Walwicz	Southerly	73	1	2013-01-01	89-95	publisher	type	reviewed-work	url
data/Southerly/2013/v073n01/Sthrly2013V073N01/096	doi	Breaching the social contract: The migrant poet and the politics of being apolitical	Danijela Kambaskovic	Southerly	73	1	2013-01-01	96-122	publisher	type	reviewed-work	url
data/Southerly/2013/v073n01/Sthrly2013V073N01/123	doi	A poetics of (un)becoming hybridity	Adam Aitken	Southerly	73	1	2013-01-01	123-137	publisher	type	reviewed-work	url
data/Southerly/2013/v073n01/Sthrly2013V073N01/138	doi	An “infinitely flexible” space: Reading Michael Dransfield's “Courland Penders” poems through the Neobaroque and Dobrez's theory of “the pouch”	Michael Farrell	Southerly	73	1	2013-01-01	138-154	publisher	type	reviewed-work	url
data/Southerly/2013/v073n01/Sthrly2013V073N01/155	doi	Archipelagos of sense: Thinking about a decolonised Australian poetics	Peter Minter	Southerly	73	1	2013-01-01	155-169	publisher	type	reviewed-work	url
data/Southerly/2013/v073n01/Sthrly2013V073N01/170	doi	Towns in the great desert (3); Towns in the great desert (4)	Peter Boyle	Southerly	73	1	2013-01-01	170-171	publisher	type	reviewed-work	url
data/Southerly/2013/v073n01/Sthrly2013V073N01/172	doi	Belgrade Sunday lunch	Danijela Kambaskovic	Southerly	73	1	2013-01-01	172	publisher	type	reviewed-work	url
data/Southerly/2013/v073n01/Sthrly2013V073N01/173	doi	Tubingen	Luke Fischer	Southerly	73	1	2013-01-01	173-174	publisher	type	reviewed-work	url
data/Southerly/2013/v073n01/Sthrly2013V073N01/175	doi	Washout-Briar-Gulch Feral ancestral (Monaro)	Louise Crisp	Southerly	73	1	2013-01-01	175-181	publisher	type	reviewed-work	url
data/Southerly/2013/v073n01/Sthrly2013V073N01/182	doi	33 3333	NULL NULL	Southerly	73	1	2013-01-01	182	publisher	type	reviewed-work	url
data/Southerly/2013/v073n01/Sthrly2013V073N01/183	doi	Chasing Marie Antoinette all over Paris	Adrienne Eberhard	Southerly	73	1	2013-01-01	183	publisher	type	reviewed-work	url
data/Southerly/2013/v073n01/Sthrly2013V073N01/184	doi	I live off you	Liam Ferney	Southerly	73	1	2013-01-01	184	publisher	type	reviewed-work	url
data/Southerly/2013/v073n01/Sthrly2013V073N01/185	doi	In collection	Matthew Spence	Southerly	73	1	2013-01-01	185	publisher	type	reviewed-work	url
data/Southerly/2013/v073n01/Sthrly2013V073N01/186	doi	Home in j. pineda	Vaughan Rapatahana	Southerly	73	1	2013-01-01	186-187	publisher	type	reviewed-work	url
data/Southerly/2013/v073n01/Sthrly2013V073N01/188	doi	Horseback	Geoff Page	Southerly	73	1	2013-01-01	188-189	publisher	type	reviewed-work	url
data/Southerly/2013/v073n01/Sthrly2013V073N01/190	doi	Nitrile	John Tranter	Southerly	73	1	2013-01-01	190	publisher	type	reviewed-work	url
data/Southerly/2013/v073n01/Sthrly2013V073N01/191	doi	A small piece of white cloud	Angela Rojter	Southerly	73	1	2013-01-01	191-197	publisher	type	reviewed-work	url
data/Southerly/2013/v073n01/Sthrly2013V073N01/198	doi	'Extract from': An Australian wake	Stephen Orr	Southerly	73	1	2013-01-01	198-209	publisher	type	reviewed-work	url
data/Southerly/2013/v073n01/Sthrly2013V073N01/210	doi	God's lost sheep	Rachel Leary	Southerly	73	1	2013-01-01	210-217	publisher	type	reviewed-work	url
data/Southerly/2013/v073n01/Sthrly2013V073N01/218	doi	Ready to dance	Jeremy Fisher	Southerly	73	1	2013-01-01	218-220	publisher	type	reviewed-work	url
data/Southerly/2013/v073n01/Sthrly2013V073N01/221	doi	The spiny freshwater crayfish	Louise D'Arcy	Southerly	73	1	2013-01-01	221-229	publisher	type	reviewed-work	url
data/Southerly/2013/v073n01/Sthrly2013V073N01/230	doi	Open sesame; Liquid nitrogen	Jal Nicholl	Southerly	73	1	2013-01-01	230-236	publisher	type	reviewed-work	url
data/Southerly/2013/v073n01/Sthrly2013V073N01/237	doi	Autoethnographic	Tim Grey	Southerly	73	1	2013-01-01	237-241	publisher	type	reviewed-work	url
